prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country,latitude,longitude,prize_age
1979,Physics,The Nobel Prize in Physics 1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",1月3日,114,Individual,Abdus Salam,1926/1/29,Jhang Maghi&#257;na,India (Pakistan),Male,Imperial College,London,United Kingdom,1996/11/21,Oxford,United Kingdom,31.2785,72.3118,53
1979,Physics,The Nobel Prize in Physics 1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",1月3日,115,Individual,Steven Weinberg,1933/5/3,"New York, NY",United States,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA,40.6943,-73.9249,46
1980,Chemistry,The Nobel Prize in Chemistry 1980,"""for their contributions concerning the determination of base sequences in nucleic acids""",1月4日,222,Individual,Frederick Sanger,1918/8/13,Rendcombe,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2013/11/19,Cambridge,United Kingdom,51.7593,-1.9969,62
1980,Chemistry,The Nobel Prize in Chemistry 1980,"""for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA""",1月2日,254,Individual,Paul Berg,1926/6/30,"New York, NY",United States,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA,40.6943,-73.9249,54
1980,Chemistry,The Nobel Prize in Chemistry 1980,"""for their contributions concerning the determination of base sequences in nucleic acids""",1月4日,255,Individual,Walter Gilbert,1932/3/21,"Boston, MA",United States,Male,"Harvard University, Biological Laboratories","Cambridge, MA",United States of America,NA,NA,NA,42.3188,-71.0852,48
1980,Economics,The Sveriges Riksbank Prize in Economic Sciences 1980,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",1月1日,694,Individual,Lawrence R. Klein,1920/9/14,"Omaha, NE",United States,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,2013/10/20,"Gladwyne, PA",United States of America,41.2627,-96.0529,60
1980,Literature,The Nobel Prize in Literature 1980,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",1月1日,657,Individual,Czeslaw Milosz,1911/6/30,&#346;eteniai,Russian Empire (Lithuania),Male,NA,NA,NA,2004/8/14,Kraków,Poland,55.31,23.95,69
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1月3日,419,Individual,Baruj Benacerraf,1920/10/29,Caracas,Venezuela,Male,Harvard Medical School,"Boston, MA",United States of America,2011/8/2,"Boston, MA",United States of America,10.4806,-66.9036,60
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1月3日,420,Individual,Jean Dausset,1916/10/19,Toulouse,France,Male,"Université de Paris, Laboratoire Immuno-Hématologie",Paris,France,2009/6/6,"Palma, Majorca",Spain,43.6045,1.444,64
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1月3日,421,Individual,George D. Snell,1903/12/19,"Bradford, MA",United States,Male,Jackson Laboratory,"Bar Harbor, ME",United States of America,1996/6/6,"Bar Harbor, ME",United States of America,42.7523,-71.0856,77
1980,Peace,The Nobel Peace Prize 1980,NA,1月1日,541,Individual,Adolfo Pérez Esquivel,1931/11/26,Buenos Aires,Argentina,Male,NA,NA,NA,NA,NA,NA,-34.5997,-58.3819,49
1980,Physics,The Nobel Prize in Physics 1980,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",1月2日,116,Individual,James Watson Cronin,1931/9/29,"Chicago, IL",United States,Male,University of Chicago,"Chicago, IL",United States of America,2016/8/25,"St. Paul, MN",United States of America,41.8375,-87.6866,49
1980,Physics,The Nobel Prize in Physics 1980,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",1月2日,117,Individual,Val Logsdon Fitch,1923/3/10,"Merriman, NE",United States,Male,Princeton University,"Princeton, NJ",United States of America,2015/2/5,"Princeton, NJ",United States of America,42.9306,-101.5439,57
1981,Chemistry,The Nobel Prize in Chemistry 1981,"""for their theories, developed independently, concerning the course of chemical reactions""",1月2日,257,Individual,Kenichi Fukui,1918/10/4,Nara,Japan,Male,Kyoto University,Kyoto,Japan,1998/1/9,Kyoto,Japan,34.6844,135.805,63
1981,Chemistry,The Nobel Prize in Chemistry 1981,"""for their theories, developed independently, concerning the course of chemical reactions""",1月2日,258,Individual,Roald Hoffmann,1937/7/18,Zloczov,Poland (Ukraine),Male,Cornell University,"Ithaca, NY",United States of America,NA,NA,NA,49.2318,24.6959,44
1981,Economics,The Sveriges Riksbank Prize in Economic Sciences 1981,"""for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices""",1月1日,695,Individual,James Tobin,1918/3/5,"Champaign, IL",United States,Male,Yale University,"New Haven, CT",United States of America,2002/3/11,"New Haven, CT",United States of America,40.1142,-88.2737,63
1981,Literature,The Nobel Prize in Literature 1981,"""for writings marked by a broad outlook, a wealth of ideas and artistic power""",1月1日,658,Individual,Elias Canetti,1905/7/25,Ruse,Bulgaria,Male,NA,NA,NA,1994/8/14,Zurich,Switzerland,43.8231,25.9539,76
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",1月2日,422,Individual,Roger W. Sperry,1913/8/20,"Hartford, CT",United States,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1994/4/17,"Pasadena, CA",United States of America,41.7661,-72.6834,68
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,"""for their discoveries concerning information processing in the visual system""",1月4日,423,Individual,David H. Hubel,1926/2/27,"Windsor, ON",Canada,Male,Harvard Medical School,"Boston, MA",United States of America,2013/9/22,"Lincoln, MA",United States of America,42.2833,-83,55
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,"""for their discoveries concerning information processing in the visual system""",1月4日,424,Individual,Torsten N. Wiesel,1924/6/3,Uppsala,Sweden,Male,Harvard Medical School,"Boston, MA",United States of America,NA,NA,NA,59.8581,17.6447,57
1981,Peace,The Nobel Peace Prize 1981,NA,1月1日,515,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1981,Physics,The Nobel Prize in Physics 1981,"""for their contribution to the development of laser spectroscopy""",1月4日,118,Individual,Nicolaas Bloembergen,1920/3/11,Dordrecht,Netherlands,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA,51.7958,4.6783,61
1981,Physics,The Nobel Prize in Physics 1981,"""for their contribution to the development of laser spectroscopy""",1月4日,119,Individual,Arthur Leonard Schawlow,1921/5/5,"Mount Verno, NY",United States,Male,Stanford University,"Stanford, CA",United States of America,1999/4/28,"Palo Alto, CA",United States of America,40.9126,-73.8371,60
1981,Physics,The Nobel Prize in Physics 1981,"""for his contribution to the development of high-resolution electron spectroscopy""",1月2日,120,Individual,Kai M. Siegbahn,1918/4/20,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,2007/7/20,Ängelholm,Sweden,55.7028025,13.1927347,63
1982,Chemistry,The Nobel Prize in Chemistry 1982,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",1月1日,259,Individual,Aaron Klug,1926/8/11,Zelvas,Lithuania,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,NA,NA,NA,54.85,23.95,56
1982,Economics,The Sveriges Riksbank Prize in Economic Sciences 1982,"""for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation""",1月1日,696,Individual,George J. Stigler,1911/1/17,"Renton, WA",United States,Male,University of Chicago,"Chicago, IL",United States of America,1991/12/1,"Chicago, IL",United States of America,47.4784,-122.1918,71
1982,Literature,The Nobel Prize in Literature 1982,"""for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts""",1月1日,659,Individual,Gabriel García Márquez,1927/3/6,Aracataca,Colombia,Male,NA,NA,NA,2014/4/17,Mexico City,Mexico,10.5937,-74.1928,55
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",1月3日,425,Individual,Sune K. Bergström,1916/1/10,Stockholm,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,2004/8/15,Stockholm,Sweden,59.3294,18.0686,66
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",1月3日,426,Individual,Bengt I. Samuelsson,1934/5/21,Halmstad,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,NA,NA,NA,56.6739,12.8572,48
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",1月3日,427,Individual,John R. Vane,1927/3/29,Tardebigg,United Kingdom,Male,The Wellcome Research Laboratories,Beckenham,United Kingdom,2004/11/19,Farnborough,United Kingdom,52.3359,-1.9636,55
1982,Peace,The Nobel Peace Prize 1982,NA,1月2日,543,Individual,Alva Myrdal,1902/1/31,Uppsala,Sweden,Female,NA,NA,NA,1986/2/1,Stockholm,Sweden,59.8581,17.6447,80
1982,Peace,The Nobel Peace Prize 1982,NA,1月2日,544,Individual,Alfonso García Robles,1911/3/20,Zamora,Mexico,Male,NA,NA,NA,1991/9/2,Mexico City,Mexico,19.9833,-102.2833,71
1982,Physics,The Nobel Prize in Physics 1982,"""for his theory for critical phenomena in connection with phase transitions""",1月1日,121,Individual,Kenneth G. Wilson,1936/6/8,"Waltham, MA",United States,Male,Cornell University,"Ithaca, NY",United States of America,2013/6/15,"Saco, ME",United States of America,42.3889,-71.2423,46
1983,Chemistry,The Nobel Prize in Chemistry 1983,"""for his work on the mechanisms of electron transfer reactions, especially in metal complexes""",1月1日,260,Individual,Henry Taube,1915/11/30,Neudorf,Canada,Male,Stanford University,"Stanford, CA",United States of America,2005/11/16,"Stanford, CA",United States of America,49.2328,-102.8209,68
1983,Economics,The Sveriges Riksbank Prize in Economic Sciences 1983,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",1月1日,697,Individual,Gerard Debreu,1921/7/4,Calais,France,Male,University of California,"Berkeley, CA",United States of America,2004/12/31,Paris,France,50.9481,1.8564,62
1983,Literature,The Nobel Prize in Literature 1983,"""for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today""",1月1日,660,Individual,William Golding,1911/9/19,St. Columb Minor,United Kingdom,Male,NA,NA,NA,1993/6/19,Perranarworthal,United Kingdom,50.4132,-5.0596,72
1983,Medicine,The Nobel Prize in Physiology or Medicine 1983,"""for her discovery of mobile genetic elements""",1月1日,428,Individual,Barbara McClintock,1902/6/16,"Hartford, CT",United States,Female,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",United States of America,1992/9/2,"Huntington, NY",United States of America,41.7661,-72.6834,81
1983,Peace,The Nobel Peace Prize 1983,NA,1月1日,545,Individual,Lech Walesa,1943/9/29,Popowo,Poland,Male,NA,NA,NA,NA,NA,NA,52.75,19.75,40
1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",1月2日,122,Individual,Subramanyan Chandrasekhar,1910/10/19,Lahore,India (Pakistan),Male,University of Chicago,"Chicago, IL",United States of America,1995/8/21,"Chicago, IL",United States of America,31.5497,74.3436,73
1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",1月2日,123,Individual,William Alfred Fowler,1911/8/9,"Pittsburgh, PA",United States,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1995/3/14,"Pasadena, CA",United States of America,40.4397,-79.9763,72
1984,Chemistry,The Nobel Prize in Chemistry 1984,"""for his development of methodology for chemical synthesis on a solid matrix""",1月1日,261,Individual,Robert Bruce Merrifield,1921/7/15,"Fort Worth, TX",United States,Male,Rockefeller University,"New York, NY",United States of America,2006/5/14,"Cresskill, NJ",United States of America,32.7817,-97.3474,63
1984,Economics,The Sveriges Riksbank Prize in Economic Sciences 1984,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",1月1日,698,Individual,Richard Stone,1913/8/30,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1991/12/6,Cambridge,United Kingdom,51.5072,-0.1275,71
1984,Literature,The Nobel Prize in Literature 1984,"""for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",1月1日,661,Individual,Jaroslav Seifert,1901/9/23,Prague,Austria-Hungary (Czech Republic),Male,NA,NA,NA,1986/1/10,Prague,Czechoslovakia,50.0755,14.4378,83
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1月3日,429,Individual,Niels K. Jerne,1911/12/23,London,United Kingdom,Male,Basel Institute for Immunology,Basel,Switzerland,1994/10/7,Castillon-du-Gard,France,51.5072,-0.1275,73
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1月3日,430,Individual,Georges J.F. Köhler,1946/4/17,Munich,Germany,Male,Basel Institute for Immunology,Basel,Switzerland,1995/3/1,Freiburg im Breisgau,Germany,48.1375,11.575,38
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1月3日,431,Individual,César Milstein,1927/10/8,Bahia Blanca,Argentina,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2002/3/24,Cambridge,United Kingdom,-38.7166667,-62.2833328,57
1984,Peace,The Nobel Peace Prize 1984,NA,1月1日,546,Individual,Desmond Mpilo Tutu,1931/10/7,Klerksdorp,South Africa,Male,NA,NA,NA,NA,NA,NA,-26.8667,26.6667,53
1984,Physics,The Nobel Prize in Physics 1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",1月2日,124,Individual,Carlo Rubbia,1934/3/31,Gorizia,Italy,Male,CERN,Geneva,Switzerland,NA,Geneva,Switzerland,45.9333,13.6167,50
1984,Physics,The Nobel Prize in Physics 1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",1月2日,125,Individual,Simon van der Meer,1925/11/24,the Hague,Netherlands,Male,CERN,Geneva,Switzerland,2011/3/4,Geneva,Switzerland,52.08,4.31,59
1985,Chemistry,The Nobel Prize in Chemistry 1985,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",1月2日,262,Individual,Herbert A. Hauptman,1917/2/14,"New York, NY",United States,Male,The Medical Foundation of Buffalo,"Buffalo, NY",United States of America,2011/10/23,"Buffalo, NY",United States of America,40.6943,-73.9249,68
1985,Chemistry,The Nobel Prize in Chemistry 1985,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",1月2日,263,Individual,Jerome Karle,1918/6/18,"New York, NY",United States,Male,US Naval Research Laboratory,"Washington, DC",United States of America,2013/6/6,NA,NA,40.6943,-73.9249,67
1985,Economics,The Sveriges Riksbank Prize in Economic Sciences 1985,"""for his pioneering analyses of saving and of financial markets""",1月1日,699,Individual,Franco Modigliani,1918/6/18,Rome,Italy,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,2003/9/25,"Cambridge, MA",United States of America,41.8931,12.4828,67
1985,Literature,The Nobel Prize in Literature 1985,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",1月1日,662,Individual,Claude Simon,1913/10/10,Tananarive (Antananarivo),Madagascar,Male,NA,NA,NA,2005/7/6,Paris,France,-18.8792,47.5079,72
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,"""for their discoveries concerning the regulation of cholesterol metabolism""",1月2日,432,Individual,Michael S. Brown,1941/4/13,"New York, NY",United States,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,NA,NA,NA,40.6943,-73.9249,44
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,"""for their discoveries concerning the regulation of cholesterol metabolism""",1月2日,433,Individual,Joseph L. Goldstein,1940/4/18,"Sumter, SC",United States,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,NA,NA,NA,33.9392,-80.393,45
1985,Peace,The Nobel Peace Prize 1985,NA,1月1日,547,Organization,International Physicians for the Prevention of Nuclear War,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1985,Physics,The Nobel Prize in Physics 1985,"""for the discovery of the quantized Hall effect""",1月1日,126,Individual,Klaus von Klitzing,1943/6/28,Schroda,German-occupied Poland (Poland),Male,Max-Planck-Institut für Festkörperforschung,Stuttgart,Federal Republic of Germany,NA,NA,NA,52.2575,17.09,42
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",1月3日,264,Individual,Dudley R. Herschbach,1932/6/18,"San José, CA",United States,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA,37.3382,-121.8863,54
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",1月3日,265,Individual,Yuan T. Lee,1936/11/19,Hsinchu,Taiwan,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA,24.8167,120.9833,50
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",1月3日,266,Individual,John C. Polanyi,1929/1/23,Berlin,Germany,Male,University of Toronto,Toronto,Canada,NA,NA,NA,52.52,13.405,57
1986,Economics,The Sveriges Riksbank Prize in Economic Sciences 1986,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",1月1日,700,Individual,James M. Buchanan Jr.,1919/10/3,"Murfreesboro, TN",United States,Male,Center for Study of Public Choice,"Fairfax, VA",United States of America,2013/1/9,"Blacksburg, VA",United States of America,35.849,-86.4121,67
1986,Literature,The Nobel Prize in Literature 1986,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",1月1日,663,Individual,Wole Soyinka,1934/7/13,Abeokuta,Nigeria,Male,NA,NA,NA,NA,NA,NA,7.1608,3.3483,52
1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,"""for their discoveries of growth factors""",1月2日,434,Individual,Stanley Cohen,1922/11/17,"Brooklyn, NY",United States,Male,Vanderbilt University School of Medicine,"Nashville, TN",United States of America,NA,NA,NA,40.6501,-73.9496,64
1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,"""for their discoveries of growth factors""",1月2日,435,Individual,Rita Levi-Montalcini,1909/4/22,Turin,Italy,Female,Institute of Cell Biology of the C.N.R.,Rome,Italy,2012/12/30,Rome,Italy,45.0792,7.6761,77
1986,Peace,The Nobel Peace Prize 1986,NA,1月1日,548,Individual,Elie Wiesel,1928/9/30,Sighet,Romania,Male,NA,NA,NA,2016/7/2,"New York, NY",United States of America,47.9333,23.8833,58
1986,Physics,The Nobel Prize in Physics 1986,"""for his fundamental work in electron optics, and for the design of the first electron microscope""",1月2日,127,Individual,Ernst Ruska,1906/12/25,Heidelberg,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Federal Republic of Germany,1988/5/27,West Berlin,Germany,49.4167,8.7167,80
1986,Physics,The Nobel Prize in Physics 1986,"""for their design of the scanning tunneling microscope""",1月4日,128,Individual,Gerd Binnig,1947/7/20,Frankfurt-on-the-Main,West Germany (Germany),Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,NA,NA,NA,50.1109,8.6821,39
1986,Physics,The Nobel Prize in Physics 1986,"""for their design of the scanning tunneling microscope""",1月4日,129,Individual,Heinrich Rohrer,1933/6/6,Buchs,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,2013/5/16,Wollerau,Switzerland,47.1667,9.4667,53
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1月3日,267,Individual,Donald J. Cram,1919/4/22,"Chester, VT",United States,Male,University of California,"Los Angeles, CA",United States of America,2001/6/17,"Palm Desert, CA",United States of America,39.8456,-75.3718,68
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1月3日,268,Individual,Jean-Marie Lehn,1939/9/30,Rosheim,France,Male,Université Louis Pasteur,Strasbourg,France,NA,NA,NA,48.4973,7.4713,48
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1月3日,268,Individual,Jean-Marie Lehn,1939/9/30,Rosheim,France,Male,Collège de France,Paris,France,NA,NA,NA,48.4973,7.4713,48
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1月3日,269,Individual,Charles J. Pedersen,1904/10/3,Pusan,Korea (South Korea),Male,Du Pont,"Wilmington, DE",United States of America,1989/10/26,"Salem, NJ",United States of America,35.1796,129.0756,83
1987,Economics,The Sveriges Riksbank Prize in Economic Sciences 1987,"""for his contributions to the theory of economic growth""",1月1日,701,Individual,Robert M. Solow,1924/8/23,"Brooklyn, NY",United States,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA,40.6501,-73.9496,63
1987,Literature,The Nobel Prize in Literature 1987,"""for an all-embracing authorship, imbued with clarity of thought and poetic intensity""",1月1日,664,Individual,Joseph Brodsky,1940/5/24,Leningrad (Saint Petersburg),Union of Soviet Socialist Republics (Russia),Male,NA,NA,NA,1996/1/28,"New York, NY",United States of America,59.95,30.3167,47
1987,Medicine,The Nobel Prize in Physiology or Medicine 1987,"""for his discovery of the genetic principle for generation of antibody diversity""",1月1日,436,Individual,Susumu Tonegawa,1939/9/6,Nagoya,Japan,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA,35.1833,136.9,48
1987,Peace,The Nobel Peace Prize 1987,"""for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year""",1月1日,549,Individual,Oscar Arias Sánchez,1941/9/13,Heredia,Costa Rica,Male,NA,NA,NA,NA,NA,NA,9.9985,-84.1169,46
1987,Physics,The Nobel Prize in Physics 1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",1月2日,130,Individual,J. Georg Bednorz,1950/5/16,Neuenkirchen,West Germany (Germany),Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,NA,NA,NA,52.2411,7.3689,37
1987,Physics,The Nobel Prize in Physics 1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",1月2日,131,Individual,K. Alexander Müller,1927/4/20,Basel,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,NA,NA,NA,47.5547,7.5906,60
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1月3日,270,Individual,Johann Deisenhofer,1943/9/30,Zusamaltheim,Germany,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,NA,NA,NA,48.5579,10.571,45
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1月3日,270,Individual,Johann Deisenhofer,1943/9/30,Zusamaltheim,Germany,Male,Howard Hughes Medical Institute,NA,NA,NA,NA,NA,48.5579,10.571,45
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1月3日,271,Individual,Robert Huber,1937/2/20,Munich,Germany,Male,Max-Planck-Institut für Biochemie,Martinsried,Federal Republic of Germany,NA,NA,NA,48.1375,11.575,51
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1月3日,272,Individual,Hartmut Michel,1948/7/18,Ludwigsburg,West Germany (Germany),Male,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Federal Republic of Germany,NA,NA,NA,48.8975,9.1922,40
1988,Economics,The Sveriges Riksbank Prize in Economic Sciences 1988,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",1月1日,702,Individual,Maurice Allais,1911/5/31,Paris,France,Male,École Nationale Supérieur des Mines de Paris,Paris,France,2010/10/9,Paris,France,48.8567,2.3522,77
1988,Literature,The Nobel Prize in Literature 1988,"""who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",1月1日,665,Individual,Naguib Mahfouz,1911/12/11,Cairo,Egypt,Male,NA,NA,NA,2006/8/30,Cairo,Egypt,30.0444,31.2358,77
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",1月3日,437,Individual,Sir James W. Black,1924/6/14,Uddingston,Scotland,Male,"London University, King's College Hospital Medical School",London,United Kingdom,2010/3/21,NA,NA,55.8237,-4.0861,64
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",1月3日,438,Individual,Gertrude B. Elion,1918/1/23,"New York, NY",United States,Female,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,1999/2/21,"Chapel Hill, NC",United States of America,40.6943,-73.9249,70
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",1月3日,439,Individual,George H. Hitchings,1905/4/18,"Hoquiam, WA",United States,Male,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,1998/2/27,"Chapel Hill, NC",United States of America,46.9863,-123.9022,83
1988,Peace,The Nobel Peace Prize 1988,NA,1月1日,550,Organization,United Nations Peacekeeping Forces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1月3日,132,Individual,Leon M. Lederman,1922/7/15,"New York, NY",United States,Male,Fermi National Accelerator Laboratory,"Batavia, IL",United States of America,NA,NA,NA,40.6943,-73.9249,66
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1月3日,133,Individual,Melvin Schwartz,1932/11/2,"New York, NY",United States,Male,"Digital Pathways, Inc.","Mountain View, CA",United States of America,2006/8/28,"Twin Falls, ID",United States of America,40.6943,-73.9249,56
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1月3日,134,Individual,Jack Steinberger,1921/5/25,Bad Kissingen,Germany,Male,CERN,Geneva,Switzerland,NA,NA,NA,50.2,10.0667,67
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",1月2日,273,Individual,Sidney Altman,1939/5/7,Montreal,Canada,Male,Yale University,"New Haven, CT",United States of America,NA,NA,NA,45.5167792,-73.6491776,50
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",1月2日,274,Individual,Thomas R. Cech,1947/12/8,"Chicago, IL",United States,Male,University of Colorado,"Boulder, CO",United States of America,NA,NA,NA,41.8375,-87.6866,42
